Entity,Code,Year,Deaths in ongoing wars (low estimate) - Conflict type: civil war,Deaths in ongoing wars (low estimate) - Conflict type: others (non-civil)
Americas,,1800,0,0
Americas,,1801,0,0
Americas,,1802,0,0
Americas,,1803,0,0
Americas,,1804,0,0
Americas,,1805,0,0
Americas,,1806,0,0
Americas,,1807,0,0
Americas,,1808,0,0
Americas,,1809,0,0
Americas,,1810,907,0
Americas,,1811,907,0
Americas,,1812,2241,786
Americas,,1813,2783,786
Americas,,1814,2783,786
Americas,,1815,2460,786
Americas,,1816,2460,0
Americas,,1817,2460,0
Americas,,1818,2460,0
Americas,,1819,1887,0
Americas,,1820,3229,0
Americas,,1821,2353,0
Americas,,1822,2342,0
Americas,,1823,2342,0
Americas,,1824,960,0
Americas,,1825,0,1500
Americas,,1826,0,1500
Americas,,1827,0,1500
Americas,,1828,1125,1830
Americas,,1829,1125,330
Americas,,1830,1125,0
Americas,,1831,1125,0
Americas,,1832,0,0
Americas,,1833,0,0
Americas,,1834,0,0
Americas,,1835,934,0
Americas,,1836,934,0
Americas,,1837,188,984
Americas,,1838,688,984
Americas,,1839,2514,984
Americas,,1840,688,0
Americas,,1841,688,1300
Americas,,1842,688,0
Americas,,1843,688,0
Americas,,1844,688,1130
Americas,,1845,694,1100
Americas,,1846,506,3860
Americas,,1847,506,3860
Americas,,1848,6,0
Americas,,1849,6,800
Americas,,1850,0,0
Americas,,1851,0,850
Americas,,1852,0,850
Americas,,1853,0,0
Americas,,1854,0,0
Americas,,1855,0,898
Americas,,1856,0,1673
Americas,,1857,0,775
Americas,,1858,0,0
Americas,,1859,0,0
Americas,,1860,0,0
Americas,,1861,33208,0
Americas,,1862,33208,3233
Americas,,1863,33208,4837
Americas,,1864,33208,10091
Americas,,1865,33208,11324
Americas,,1866,0,11324
Americas,,1867,0,11324
Americas,,1868,0,8091
Americas,,1869,0,8091
Americas,,1870,0,8091
Americas,,1871,0,0
Americas,,1872,0,0
Americas,,1873,0,0
Americas,,1874,0,0
Americas,,1875,0,0
Americas,,1876,0,2600
Americas,,1877,0,0
Americas,,1878,0,0
Americas,,1879,0,2676
Americas,,1880,0,2676
Americas,,1881,0,2676
Americas,,1882,0,2676
Americas,,1883,0,2676
Americas,,1884,0,0
Americas,,1885,0,400
Americas,,1886,0,0
Americas,,1887,0,0
Americas,,1888,0,0
Americas,,1889,0,0
Americas,,1890,0,0
Americas,,1891,5100,0
Americas,,1892,0,0
Americas,,1893,0,0
Americas,,1894,0,0
Americas,,1895,0,0
Americas,,1896,0,0
Americas,,1897,0,0
Americas,,1898,0,0
Americas,,1899,27100,0
Americas,,1900,25000,0
Americas,,1901,25000,0
Americas,,1902,25000,0
Americas,,1903,0,0
Americas,,1904,0,0
Americas,,1905,0,0
Americas,,1906,0,700
Americas,,1907,0,1000
Americas,,1908,0,0
Americas,,1909,0,0
Americas,,1910,0,0
Americas,,1911,0,0
Americas,,1912,0,0
Americas,,1913,0,0
Americas,,1914,0,0
Americas,,1915,0,0
Americas,,1916,0,0
Americas,,1917,0,0
Americas,,1918,0,0
Americas,,1919,0,0
Americas,,1920,0,0
Americas,,1921,0,0
Americas,,1922,0,0
Americas,,1923,0,0
Americas,,1924,0,0
Americas,,1925,0,0
Americas,,1926,0,0
Americas,,1927,0,0
Americas,,1928,0,0
Americas,,1929,0,0
Americas,,1930,0,0
Americas,,1931,0,0
Americas,,1932,0,6000
Americas,,1933,0,6000
Americas,,1934,0,6000
Americas,,1935,0,6000
Americas,,1936,0,0
Americas,,1937,0,0
Americas,,1938,0,0
Americas,,1939,0,0
Americas,,1940,0,0
Americas,,1941,0,700
Americas,,1942,0,0
Americas,,1943,0,0
Americas,,1944,0,0
Americas,,1945,0,0
Americas,,1946,0,0
Americas,,1947,0,0
Americas,,1948,0,0
Americas,,1949,0,0
Americas,,1950,0,0
Americas,,1951,0,0
Americas,,1952,0,0
Americas,,1953,0,0
Americas,,1954,0,0
Americas,,1955,0,0
Americas,,1956,0,0
Americas,,1957,0,0
Americas,,1958,0,0
Americas,,1959,0,0
Americas,,1960,0,0
Americas,,1961,0,0
Americas,,1962,0,0
Americas,,1963,0,0
Americas,,1964,0,0
Americas,,1965,0,0
Americas,,1966,0,0
Americas,,1967,0,0
Americas,,1968,0,0
Americas,,1969,0,206
Americas,,1970,0,0
Americas,,1971,0,0
Americas,,1972,0,0
Americas,,1973,0,0
Americas,,1974,0,0
Americas,,1975,0,0
Americas,,1976,0,0
Americas,,1977,0,0
Americas,,1978,0,0
Americas,,1979,0,0
Americas,,1980,0,0
Americas,,1981,0,0
Americas,,1982,0,1001
Americas,,1983,0,0
Americas,,1984,0,0
Americas,,1985,0,0
Americas,,1986,0,0
Americas,,1987,0,0
Americas,,1988,0,0
Americas,,1989,0,0
Americas,,1990,0,0
Americas,,1991,0,0
Americas,,1992,0,0
Americas,,1993,0,0
Americas,,1994,0,0
Americas,,1995,0,0
Americas,,1996,0,0
Americas,,1997,0,0
Americas,,1998,0,0
Americas,,1999,0,0
Americas,,2000,0,0
Americas,,2001,0,0
Americas,,2002,0,0
Americas,,2003,0,0
Americas,,2004,0,0
Americas,,2005,0,0
Americas,,2006,0,0
Americas,,2007,0,0
Americas,,2008,0,0
Americas,,2009,0,0
Americas,,2010,0,0
Americas,,2011,0,0
Asia and Oceania,,1800,0,0
Asia and Oceania,,1801,0,0
Asia and Oceania,,1802,0,0
Asia and Oceania,,1803,0,10623
Asia and Oceania,,1804,0,10623
Asia and Oceania,,1805,0,10623
Asia and Oceania,,1806,0,0
Asia and Oceania,,1807,0,0
Asia and Oceania,,1808,0,0
Asia and Oceania,,1809,0,0
Asia and Oceania,,1810,0,0
Asia and Oceania,,1811,0,0
Asia and Oceania,,1812,0,0
Asia and Oceania,,1813,0,4000
Asia and Oceania,,1814,0,467
Asia and Oceania,,1815,0,467
Asia and Oceania,,1816,0,467
Asia and Oceania,,1817,0,1261
Asia and Oceania,,1818,0,15861
Asia and Oceania,,1819,0,16800
Asia and Oceania,,1820,0,0
Asia and Oceania,,1821,0,0
Asia and Oceania,,1822,0,2500
Asia and Oceania,,1823,0,2500
Asia and Oceania,,1824,0,1867
Asia and Oceania,,1825,0,3920
Asia and Oceania,,1826,1450,3920
Asia and Oceania,,1827,1450,31000
Asia and Oceania,,1828,0,0
Asia and Oceania,,1829,0,0
Asia and Oceania,,1830,1900,0
Asia and Oceania,,1831,0,0
Asia and Oceania,,1832,0,0
Asia and Oceania,,1833,0,1940
Asia and Oceania,,1834,0,1940
Asia and Oceania,,1835,0,0
Asia and Oceania,,1836,0,700
Asia and Oceania,,1837,0,3700
Asia and Oceania,,1838,0,700
Asia and Oceania,,1839,1525,1092
Asia and Oceania,,1840,1525,1092
Asia and Oceania,,1841,1525,5792
Asia and Oceania,,1842,1525,5792
Asia and Oceania,,1843,0,10380
Asia and Oceania,,1844,0,2200
Asia and Oceania,,1845,0,8868
Asia and Oceania,,1846,0,6668
Asia and Oceania,,1847,0,0
Asia and Oceania,,1848,0,2980
Asia and Oceania,,1849,0,2980
Asia and Oceania,,1850,0,0
Asia and Oceania,,1851,6786,0
Asia and Oceania,,1852,6786,0
Asia and Oceania,,1853,7599,0
Asia and Oceania,,1854,7599,0
Asia and Oceania,,1855,7599,1046
Asia and Oceania,,1856,7599,1686
Asia and Oceania,,1857,14366,665
Asia and Oceania,,1858,14366,665
Asia and Oceania,,1859,7599,665
Asia and Oceania,,1860,7599,665
Asia and Oceania,,1861,7599,0
Asia and Oceania,,1862,7599,0
Asia and Oceania,,1863,7599,0
Asia and Oceania,,1864,7599,3423
Asia and Oceania,,1865,813,6350
Asia and Oceania,,1866,813,2595
Asia and Oceania,,1867,813,2595
Asia and Oceania,,1868,2813,2595
Asia and Oceania,,1869,2000,1400
Asia and Oceania,,1870,0,2734
Asia and Oceania,,1871,0,2734
Asia and Oceania,,1872,0,1524
Asia and Oceania,,1873,657,2446
Asia and Oceania,,1874,657,0
Asia and Oceania,,1875,0,2107
Asia and Oceania,,1876,0,5693
Asia and Oceania,,1877,26300,3586
Asia and Oceania,,1878,0,2388
Asia and Oceania,,1879,0,2388
Asia and Oceania,,1880,0,2388
Asia and Oceania,,1881,0,2388
Asia and Oceania,,1882,0,0
Asia and Oceania,,1883,0,2407
Asia and Oceania,,1884,0,2407
Asia and Oceania,,1885,0,2407
Asia and Oceania,,1886,0,0
Asia and Oceania,,1887,0,0
Asia and Oceania,,1888,0,0
Asia and Oceania,,1889,0,0
Asia and Oceania,,1890,0,0
Asia and Oceania,,1891,0,0
Asia and Oceania,,1892,0,0
Asia and Oceania,,1893,0,0
Asia and Oceania,,1894,0,1432
Asia and Oceania,,1895,0,8596
Asia and Oceania,,1896,0,0
Asia and Oceania,,1897,0,0
Asia and Oceania,,1898,0,580
Asia and Oceania,,1899,0,0
Asia and Oceania,,1900,0,2649
Asia and Oceania,,1901,0,1569
Asia and Oceania,,1902,0,0
Asia and Oceania,,1903,0,0
Asia and Oceania,,1904,0,40516
Asia and Oceania,,1905,0,37976
Asia and Oceania,,1906,0,0
Asia and Oceania,,1907,0,0
Asia and Oceania,,1908,0,0
Asia and Oceania,,1909,0,0
Asia and Oceania,,1910,0,0
Asia and Oceania,,1911,1800,0
Asia and Oceania,,1912,0,900
Asia and Oceania,,1913,2050,900
Asia and Oceania,,1914,0,0
Asia and Oceania,,1915,2540,0
Asia and Oceania,,1916,2540,0
Asia and Oceania,,1917,0,0
Asia and Oceania,,1918,0,1500
Asia and Oceania,,1919,0,1506
Asia and Oceania,,1920,3600,679
Asia and Oceania,,1921,0,0
Asia and Oceania,,1922,20000,0
Asia and Oceania,,1923,0,0
Asia and Oceania,,1924,2800,0
Asia and Oceania,,1925,28500,0
Asia and Oceania,,1926,25999,0
Asia and Oceania,,1927,26249,0
Asia and Oceania,,1928,26249,0
Asia and Oceania,,1929,0,3143
Asia and Oceania,,1930,60000,0
Asia and Oceania,,1931,0,30000
Asia and Oceania,,1932,0,34770
Asia and Oceania,,1933,0,5575
Asia and Oceania,,1934,0,5575
Asia and Oceania,,1935,0,0
Asia and Oceania,,1936,0,0
Asia and Oceania,,1937,0,187666
Asia and Oceania,,1938,0,188909
Asia and Oceania,,1939,0,202937
Asia and Oceania,,1940,0,187853
Asia and Oceania,,1941,0,570381
Asia and Oceania,,1942,0,567242
Asia and Oceania,,1943,0,561742
Asia and Oceania,,1944,0,565124
Asia and Oceania,,1945,0,598155
Asia and Oceania,,1946,300000,0
Asia and Oceania,,1947,300000,833
Asia and Oceania,,1948,300000,2034
Asia and Oceania,,1949,300000,833
Asia and Oceania,,1950,0,135984
Asia and Oceania,,1951,0,135984
Asia and Oceania,,1952,0,135984
Asia and Oceania,,1953,0,135984
Asia and Oceania,,1954,0,480
Asia and Oceania,,1955,0,480
Asia and Oceania,,1956,0,0
Asia and Oceania,,1957,0,0
Asia and Oceania,,1958,0,900
Asia and Oceania,,1959,0,0
Asia and Oceania,,1960,0,0
Asia and Oceania,,1961,0,0
Asia and Oceania,,1962,0,2105
Asia and Oceania,,1963,0,0
Asia and Oceania,,1964,1103,0
Asia and Oceania,,1965,1103,124808
Asia and Oceania,,1966,1103,118008
Asia and Oceania,,1967,1103,118008
Asia and Oceania,,1968,1103,118008
Asia and Oceania,,1969,1103,118008
Asia and Oceania,,1970,1103,118008
Asia and Oceania,,1971,12791,118008
Asia and Oceania,,1972,1691,118008
Asia and Oceania,,1973,1691,118008
Asia and Oceania,,1974,0,13050
Asia and Oceania,,1975,0,18050
Asia and Oceania,,1976,0,5000
Asia and Oceania,,1977,0,5000
Asia and Oceania,,1978,0,5000
Asia and Oceania,,1979,0,35000
Asia and Oceania,,1980,0,0
Asia and Oceania,,1981,0,0
Asia and Oceania,,1982,0,0
Asia and Oceania,,1983,0,0
Asia and Oceania,,1984,0,0
Asia and Oceania,,1985,0,0
Asia and Oceania,,1986,0,0
Asia and Oceania,,1987,0,700
Asia and Oceania,,1988,0,0
Asia and Oceania,,1989,0,0
Asia and Oceania,,1990,926,0
Asia and Oceania,,1991,926,0
Asia and Oceania,,1992,926,0
Asia and Oceania,,1993,926,0
Asia and Oceania,,1994,2000,0
Asia and Oceania,,1995,2000,0
Asia and Oceania,,1996,3666,0
Asia and Oceania,,1997,2592,0
Asia and Oceania,,1998,2592,0
Asia and Oceania,,1999,2592,1107
Asia and Oceania,,2000,2592,0
Asia and Oceania,,2001,926,5675
Asia and Oceania,,2002,926,4009
Asia and Oceania,,2003,0,0
Asia and Oceania,,2004,0,0
Asia and Oceania,,2005,0,0
Asia and Oceania,,2006,0,0
Asia and Oceania,,2007,0,0
Asia and Oceania,,2008,3460,0
Asia and Oceania,,2009,3460,0
Asia and Oceania,,2010,0,0
Asia and Oceania,,2011,0,0
Europe,,1800,0,2063
Europe,,1801,0,3877
Europe,,1802,0,0
Europe,,1803,0,0
Europe,,1804,1760,0
Europe,,1805,1760,29649
Europe,,1806,1760,53200
Europe,,1807,1760,26000
Europe,,1808,1760,27678
Europe,,1809,1760,64690
Europe,,1810,1760,22953
Europe,,1811,1760,22953
Europe,,1812,1760,132613
Europe,,1813,1760,91230
Europe,,1814,0,91230
Europe,,1815,0,36926
Europe,,1816,0,0
Europe,,1817,0,0
Europe,,1818,0,0
Europe,,1819,0,0
Europe,,1820,0,0
Europe,,1821,1000,0
Europe,,1822,1000,0
Europe,,1823,1000,1000
Europe,,1824,1000,0
Europe,,1825,1000,0
Europe,,1826,1000,0
Europe,,1827,1000,0
Europe,,1828,1000,0
Europe,,1829,1000,0
Europe,,1830,0,0
Europe,,1831,37900,0
Europe,,1832,0,0
Europe,,1833,0,0
Europe,,1834,0,0
Europe,,1835,0,0
Europe,,1836,0,0
Europe,,1837,0,0
Europe,,1838,0,0
Europe,,1839,0,0
Europe,,1840,0,0
Europe,,1841,0,0
Europe,,1842,0,0
Europe,,1843,0,0
Europe,,1844,0,0
Europe,,1845,0,0
Europe,,1846,0,0
Europe,,1847,0,0
Europe,,1848,8000,9134
Europe,,1849,13308,1184
Europe,,1850,0,1184
Europe,,1851,0,0
Europe,,1852,2600,0
Europe,,1853,2600,33069
Europe,,1854,0,36487
Europe,,1855,0,36501
Europe,,1856,0,36501
Europe,,1857,0,0
Europe,,1858,2637,0
Europe,,1859,12036,0
Europe,,1860,0,1935
Europe,,1861,0,0
Europe,,1862,11500,0
Europe,,1863,0,0
Europe,,1864,0,3600
Europe,,1865,0,0
Europe,,1866,0,16107
Europe,,1867,0,0
Europe,,1868,0,0
Europe,,1869,0,0
Europe,,1870,0,46075
Europe,,1871,0,44200
Europe,,1872,0,0
Europe,,1873,0,0
Europe,,1874,0,0
Europe,,1875,0,0
Europe,,1876,5566,0
Europe,,1877,5566,0
Europe,,1878,5566,0
Europe,,1879,0,0
Europe,,1880,0,0
Europe,,1881,0,0
Europe,,1882,0,0
Europe,,1883,0,0
Europe,,1884,0,0
Europe,,1885,0,421
Europe,,1886,0,421
Europe,,1887,0,0
Europe,,1888,0,0
Europe,,1889,0,0
Europe,,1890,0,0
Europe,,1891,0,0
Europe,,1892,0,0
Europe,,1893,0,0
Europe,,1894,0,0
Europe,,1895,0,0
Europe,,1896,0,0
Europe,,1897,0,1900
Europe,,1898,0,0
Europe,,1899,0,0
Europe,,1900,0,0
Europe,,1901,0,0
Europe,,1902,0,0
Europe,,1903,0,0
Europe,,1904,0,0
Europe,,1905,0,0
Europe,,1906,0,0
Europe,,1907,0,0
Europe,,1908,0,0
Europe,,1909,0,0
Europe,,1910,0,0
Europe,,1911,0,0
Europe,,1912,0,36084
Europe,,1913,0,41715
Europe,,1914,0,1271116
Europe,,1915,0,1595402
Europe,,1916,0,1577942
Europe,,1917,0,1583942
Europe,,1918,144802,1055771
Europe,,1919,137702,50434
Europe,,1920,129112,23002
Europe,,1921,10250,20859
Europe,,1922,0,12333
Europe,,1923,0,0
Europe,,1924,0,0
Europe,,1925,0,0
Europe,,1926,0,0
Europe,,1927,0,0
Europe,,1928,0,0
Europe,,1929,0,0
Europe,,1930,0,0
Europe,,1931,0,0
Europe,,1932,0,0
Europe,,1933,0,0
Europe,,1934,0,0
Europe,,1935,0,0
Europe,,1936,50075,0
Europe,,1937,51256,0
Europe,,1938,51256,0
Europe,,1939,51256,160960
Europe,,1940,0,237659
Europe,,1941,0,3634880
Europe,,1942,0,3602701
Europe,,1943,0,3682265
Europe,,1944,0,3904276
Europe,,1945,0,3817776
Europe,,1946,0,0
Europe,,1947,0,0
Europe,,1948,0,0
Europe,,1949,0,0
Europe,,1950,0,0
Europe,,1951,0,0
Europe,,1952,0,0
Europe,,1953,0,0
Europe,,1954,0,0
Europe,,1955,0,0
Europe,,1956,0,0
Europe,,1957,0,0
Europe,,1958,0,0
Europe,,1959,0,0
Europe,,1960,0,0
Europe,,1961,0,0
Europe,,1962,0,0
Europe,,1963,0,0
Europe,,1964,0,0
Europe,,1965,0,0
Europe,,1966,0,0
Europe,,1967,0,0
Europe,,1968,0,0
Europe,,1969,0,0
Europe,,1970,0,0
Europe,,1971,0,0
Europe,,1972,0,0
Europe,,1973,0,0
Europe,,1974,1500,0
Europe,,1975,0,0
Europe,,1976,0,0
Europe,,1977,0,0
Europe,,1978,0,0
Europe,,1979,0,0
Europe,,1980,0,0
Europe,,1981,0,0
Europe,,1982,0,0
Europe,,1983,0,0
Europe,,1984,0,0
Europe,,1985,0,0
Europe,,1986,0,0
Europe,,1987,0,0
Europe,,1988,0,0
Europe,,1989,0,0
Europe,,1990,0,0
Europe,,1991,2208,0
Europe,,1992,16879,4666
Europe,,1993,18314,4666
Europe,,1994,18314,4666
Europe,,1995,16023,0
Europe,,1996,0,0
Europe,,1997,0,0
Europe,,1998,0,0
Europe,,1999,1502,0
Europe,,2000,0,0
Europe,,2001,0,0
Europe,,2002,0,0
Europe,,2003,0,0
Europe,,2004,0,0
Europe,,2005,0,0
Europe,,2006,0,0
Europe,,2007,0,0
Europe,,2008,225,0
Europe,,2009,0,0
Europe,,2010,0,0
Europe,,2011,0,0
North Africa and the Middle East,,1800,0,0
North Africa and the Middle East,,1801,0,79
North Africa and the Middle East,,1802,0,79
North Africa and the Middle East,,1803,0,79
North Africa and the Middle East,,1804,0,1229
North Africa and the Middle East,,1805,0,1229
North Africa and the Middle East,,1806,0,1150
North Africa and the Middle East,,1807,0,1221
North Africa and the Middle East,,1808,0,1221
North Africa and the Middle East,,1809,0,1221
North Africa and the Middle East,,1810,0,1150
North Africa and the Middle East,,1811,0,2388
North Africa and the Middle East,,1812,0,2388
North Africa and the Middle East,,1813,0,2388
North Africa and the Middle East,,1814,0,1238
North Africa and the Middle East,,1815,0,1238
North Africa and the Middle East,,1816,0,1680
North Africa and the Middle East,,1817,0,1238
North Africa and the Middle East,,1818,0,1238
North Africa and the Middle East,,1819,0,0
North Africa and the Middle East,,1820,0,0
North Africa and the Middle East,,1821,0,2500
North Africa and the Middle East,,1822,0,2500
North Africa and the Middle East,,1823,0,0
North Africa and the Middle East,,1824,0,0
North Africa and the Middle East,,1825,0,0
North Africa and the Middle East,,1826,0,2677
North Africa and the Middle East,,1827,0,2677
North Africa and the Middle East,,1828,0,22685
North Africa and the Middle East,,1829,0,20008
North Africa and the Middle East,,1830,0,3400
North Africa and the Middle East,,1831,0,0
North Africa and the Middle East,,1832,2364,0
North Africa and the Middle East,,1833,0,0
North Africa and the Middle East,,1834,0,0
North Africa and the Middle East,,1835,0,0
North Africa and the Middle East,,1836,0,0
North Africa and the Middle East,,1837,0,0
North Africa and the Middle East,,1838,0,0
North Africa and the Middle East,,1839,1500,0
North Africa and the Middle East,,1840,1500,0
North Africa and the Middle East,,1841,0,0
North Africa and the Middle East,,1842,0,0
North Africa and the Middle East,,1843,0,0
North Africa and the Middle East,,1844,0,1000
North Africa and the Middle East,,1845,0,0
North Africa and the Middle East,,1846,0,0
North Africa and the Middle East,,1847,0,0
North Africa and the Middle East,,1848,0,0
North Africa and the Middle East,,1849,0,0
North Africa and the Middle East,,1850,0,0
North Africa and the Middle East,,1851,0,0
North Africa and the Middle East,,1852,0,0
North Africa and the Middle East,,1853,0,0
North Africa and the Middle East,,1854,0,0
North Africa and the Middle East,,1855,0,0
North Africa and the Middle East,,1856,0,600
North Africa and the Middle East,,1857,0,600
North Africa and the Middle East,,1858,0,0
North Africa and the Middle East,,1859,0,3576
North Africa and the Middle East,,1860,0,3576
North Africa and the Middle East,,1861,0,0
North Africa and the Middle East,,1862,0,0
North Africa and the Middle East,,1863,0,0
North Africa and the Middle East,,1864,0,0
North Africa and the Middle East,,1865,0,0
North Africa and the Middle East,,1866,0,0
North Africa and the Middle East,,1867,0,0
North Africa and the Middle East,,1868,0,501
North Africa and the Middle East,,1869,0,0
North Africa and the Middle East,,1870,0,1038
North Africa and the Middle East,,1871,5500,1038
North Africa and the Middle East,,1872,0,1368
North Africa and the Middle East,,1873,0,0
North Africa and the Middle East,,1874,0,0
North Africa and the Middle East,,1875,0,4239
North Africa and the Middle East,,1876,0,4239
North Africa and the Middle East,,1877,0,16000
North Africa and the Middle East,,1878,0,16000
North Africa and the Middle East,,1879,0,0
North Africa and the Middle East,,1880,0,0
North Africa and the Middle East,,1881,0,0
North Africa and the Middle East,,1882,0,2260
